,tmb_text,negative,neutral,positive
446,ualtes cancelledi gates solar geoengineering experiment scopex bill bill gates will have wait while sun to to block the a,0.139,0.861,0.0
447,,0.0,0.0,0.0
448,cia are the weathermen irant israel stole our clouds climateviewercom,0.0,1.0,0.0
449,carvanio mid crom climateviewer 81171 2016 recorded,0.0,1.0,0.0
450,vanguard blackrock hathaway berkshire inc street state stanley morgan jpmorgan chast s co bank of america parametric saoclanan welli ngton dodge cox s management northern capital 39 group capitalkkr iaus,0.0,1.0,0.0
451,wclimateviewer atmospheres one independent an expert review modification solar radiation on research and deployment un environment programme,0.0,1.0,0.0
452,22nd conference on planned and inadvertent weather modification center boston convention and exhibition 2020 january 17 5,0.0,1.0,0.0
453,sc co soe ste soe dcos ototos conon es cuvn cner eree ome r bn ctee cattocies all uael terenns eeal weaniee regmeteng esaa notd escee td cee las ropen d,0.0,1.0,0.0
454,uhp sur pzext lay de faceoon the desert endires dally newspader ce xi nos 134 zo pogee z sectiono palm springs colfornla soturdey jensary 4l 14sa af gives village choices 2 live with trails or move,0.0,1.0,0.0
455,goes din cumate evier jd map layers ass s,0.333,0.667,0.0
456,clntenee moes ger nendtiosee amazing maps climateviewerorg,0.0,0.612,0.388
457,google motamtucn creatagain 1141623 aralyics wdeo mansoer remoned this video because vlolastes conmunty weve n our guidelines youll be able vlen tls ndeo for 7 from when r to days acoeal ihis decision removed this peariod allows to ramaw the content and was yo decids whether wish to submit appeal you an,0.0,0.947,0.053
458,ioomins t control nolatent heating vs,0.0,1.0,0.0
459,cvnens climateviewer com do,0.0,1.0,0.0
460,,0.0,0.0,0.0
461,,0.0,0.0,0.0
462,,0.0,0.0,0.0
463,miwrndowsss,0.0,1.0,0.0
464,,0.0,0.0,0.0
465,,0.0,0.0,0.0
466,,0.0,0.0,0.0
467,rarry shape ur,0.0,1.0,0.0
468,deano,0.0,1.0,0.0
469,,0.0,0.0,0.0
470,,0.0,0.0,0.0
471,,0.0,0.0,0.0
472,vaclw conn,0.0,1.0,0.0
473,,0.0,0.0,0.0
474,nina laas e 80z0 239,0.0,1.0,0.0
475,,0.0,0.0,0.0
476,,0.0,0.0,0.0
477,,0.0,0.0,0.0
478,,0.0,0.0,0.0
479,,0.0,0.0,0.0
480,saleaxy kot ny,0.0,1.0,0.0
481,,0.0,0.0,0.0
482,kst k lg,0.0,1.0,0.0
483,el,0.0,1.0,0.0
484,n200 n200 n200,0.0,1.0,0.0
485,boost moblle unlimited 445 talk 8 text data lg stylosx dee s d os uee te cs cae oe,0.0,0.847,0.153
486,samsung 282 thu june 25 aot,0.0,1.0,0.0
487,k20 lg pue lg kzo plus 707 metropcs g,0.0,1.0,0.0
488,caasan sc snnsung crsund,0.0,1.0,0.0
489,fastest 312 mon juy 09 phone under s160,0.0,1.0,0.0
490,a,0.0,0.0,0.0
491,g refine pixel3 3123,0.0,1.0,0.0
492,leaks,0.0,1.0,0.0
493,,0.0,0.0,0.0
494,tcl tclstylusso s,0.0,1.0,0.0
495,galaxy a53 5g sosuig,0.0,1.0,0.0
496,hd video canon inroomnsss gmmn te,0.0,1.0,0.0
497,801,0.0,1.0,0.0
498,,0.0,0.0,0.0
499,macon amazon,0.0,0.37,0.63
500,oh d,0.0,1.0,0.0
501,m1 sorry intel,0.394,0.606,0.0
502,introducing m2 macbook,0.0,1.0,0.0
503,2oz roadmap m2,0.0,1.0,0.0
504,552,0.0,1.0,0.0
505,macstudio peek performance,0.0,1.0,0.0
506,ithad gok to,0.0,1.0,0.0
507,wwdce,0.0,1.0,0.0
508,s 181 m1 max prol m1 max,0.0,1.0,0.0
509,15 air 20231,0.0,1.0,0.0
510,ulgra,0.0,1.0,0.0
511,incredible valuel s xsuw,0.0,1.0,0.0
512,icavedave s,0.0,1.0,0.0
513,icave liuel perting e 1a70,0.0,1.0,0.0
514,icavedave live dn aur,0.0,1.0,0.0
515,d 16,0.0,1.0,0.0
516,gifts perfect kaz apple aee,0.0,0.519,0.481
517,aapl financials apple game post ooen indnee anptan appls ddestend die ules iphens iomaten seor modue ler cocino ns faceboolins ameo,0.163,0.837,0.0
518,cavi on airi ave,0.0,1.0,0.0
519,juggernaut win cod mobile ipad on 5th gen liming on ipad call,0.0,0.743,0.257
520,certificate tlls google pro have that can cybersecurity google professional certificate degree no or tbls path cbersecunty in thls ls youl 1o a career in cetificat youn et prsedn hale cotnea tnat can you na ulges superen se instrug c instructor top in top nstuctor worth it3,0.045,0.842,0.113
521,reading csv json o 8 from cloud storage google cloud platform,0.0,1.0,0.0
522,best statistics book,0.0,0.323,0.677
523,machine learning seconds in 30,0.0,1.0,0.0
524,explain nlp model lime,0.0,1.0,0.0
525,gpta model architecture leakedi,0.0,1.0,0.0
526,takeaways ys ta,0.0,1.0,0.0
527,data scientist vs engineer ml better optionst,0.0,0.674,0.326
528,download google python enr data,0.0,1.0,0.0
529,llmops best practices,0.0,0.323,0.677
530,avoid data science burnout,0.423,0.577,0.0
531,for yourself,0.0,1.0,0.0
532,complete to guide data science certifications,0.0,1.0,0.0
533,stories data,0.0,1.0,0.0
534,02270 the d real e9 cost of llmops,0.0,1.0,0.0
535,is etherscan api worth it1,0.0,0.678,0.322
536,this home take test is too much,0.0,1.0,0.0
537,data science masters degree worth iti,0.0,0.725,0.275
538,but but,0.0,1.0,0.0
539,the metaverse ad model,0.0,1.0,0.0
540,s,0.0,0.0,0.0
541,    s,0.0,0.0,0.0
542,ic ic types of packages package dip sil pga sop ssop tssop qfp qfn tofp bga lga by engincering think it simple,0.0,1.0,0.0
543,,0.0,0.0,0.0
544,,0.0,0.0,0.0
545,ian t r so t sd sa c,0.0,1.0,0.0
546,eae ioe sl uns  andd ne st 6 9on dood soos n zn,0.0,1.0,0.0
547,s a s,0.0,0.0,0.0
548,ta a ea za 18 3a a c,0.0,1.0,0.0
549,als 601,0.0,1.0,0.0
550,circular linear to crank subscaibe,0.0,1.0,0.0
551,subscribe fors click the wideb omilete link below psription,0.0,1.0,0.0
552,ae,0.0,1.0,0.0
553,desoldering smd with ic aluminium foil nonesticky foil sticky foil,0.0,1.0,0.0
554,optocoupler z optocoupler cs types introduction what applications working,0.0,1.0,0.0
555, e cal e ,0.0,1.0,0.0
556,testing in4007 diode with automatic component tester pen oca think simple it subecabe lt tae oootoe,0.0,1.0,0.0
557,sensor force monitor on bargraph arduino no,0.268,0.732,0.0
558,solid state relay ssri electromagnetic relays emri differences the difference you need to know about,0.0,0.897,0.103
559,how ultrasound works think simple by engineering lt,0.0,1.0,0.0
560,sullings how to eoced tan elel cnan remove 360 security antivinus coos phvicr s seclfoty malware fraudulen rebele oniphone alor mecetes to cncer android 8,0.0,0.902,0.098
561,bea ny et i,0.0,1.0,0.0
562,to welcome com cyberguy the kurt cyberguy ce,0.0,0.7,0.3
563,allmak home family cuannes,0.0,1.0,0.0
564,get free my cyberguy newsleter alerts security rewiens smarter tech you make tipst quick to howtos easy and,0.0,0.547,0.453
565,road trip fax s15 tech bec how to get your car ready an adventure for,0.0,0.73,0.27
566,life your simplify this with alpowered mower co,0.0,1.0,0.0
567,facebooks stealthy data harvesting information your remove to how gs,0.109,0.891,0.0
568,proteo your wallet a create to how wallet digital gs,0.0,0.792,0.208
569,best cyber monday deals ce,0.0,0.488,0.512
570,ultimate iphone privacy hack gs,0.0,1.0,0.0
571,for tips top 5 stressree g 5 s ounaoos c s holiday fubo travel ga,0.0,0.609,0.391
572,secure iphone notes from snoops go,0.0,0.676,0.324
573,,0.0,0.0,0.0
574,browser running slowr supercharge to how browser your go,0.0,1.0,0.0
575,hot iphone cool solutions go,0.0,0.429,0.571
576,email large files apc android on ce,0.0,1.0,0.0
577,your keep family safe with maps google go,0.0,0.707,0.293
578,b top wireless earbuds gs,0.0,0.625,0.375
579,personalize own your iphone fonts gs,0.0,1.0,0.0
580,redmi note 17 redmi note pro 11,0.0,1.0,0.0
581,pro reno7 oppo,0.0,1.0,0.0
582,11t note d pro,0.0,1.0,0.0
583,ni lite xiaomi 12 xiaom cee,0.0,1.0,0.0
584,60 iphone 14 pro diamonds purple t,0.0,1.0,0.0
585,redmo smart band 2 s y g,0.0,0.426,0.574
586,oppo find n,0.0,1.0,0.0
587,redmi kooe,0.0,1.0,0.0
588,gt x pocoflgt,0.0,0.323,0.677
589,ni civls don civls,0.0,1.0,0.0
590,155 gatie mvef tlot,0.0,1.0,0.0
591,pocket p50,0.0,1.0,0.0
592,dpzo pro bilateral laser meter,0.0,1.0,0.0
593,vivo,0.0,1.0,0.0
594,1s hivl vtas xiaomicy,0.0,1.0,0.0
595,,0.0,0.0,0.0
596,t pro 11 note sg prot t note redmi,0.0,1.0,0.0
597,cavdle transperent lid composter,0.0,1.0,0.0
598,6  n,0.0,0.0,0.0
599,oo,0.0,1.0,0.0
600,time real sequencing anywhere,0.0,1.0,0.0
601,miseg milnion cona s drecl rna ruods and axcurey onang nane bunon cse on coneno cios ou ca laud ci el ouanopore naiotoel,0.0,1.0,0.0
602,nanopore lras longread aligner for a sequences and assembly contigs jingwen ren unnersily soulhern calilomia usa of 0 nanopore community meeting 2020,0.0,1.0,0.0
603,,0.0,0.0,0.0
604,resusts aod miont oot feuoneed tel uttad oo oel toen dnenopoecnn cnanororocont onanoroe s ae oconcaos beatte octng cntsen dls ttos teoreoes ane maen oerctd ooe mnt don o anoliel oeo con doe oult od c,0.0,1.0,0.0
605,ourod lc a,0.0,1.0,0.0
606,,0.0,0.0,0.0
607,sip results ial sppcriesn mde boase hand onano nanor croton,0.0,0.738,0.262
608,aie gem manoroae o uams nan ore ity noeorl nopore urly,0.0,1.0,0.0
609,poreac detects topologically associating domains tadsi chonased 5 ol tads 8201 sokdp median jengi b unanoporoconl ununoponcont o nanorese oatr ouotntoe on cle t te lo oae coeee ion c,0.0,1.0,0.0
610,lc genetic and epigenetic profling of complex chromosomal in rearrangements sonic hedgehog medulloblastoma a sample from patient with li fraumeni a syndrome rene snajder onanopone o,0.0,1.0,0.0
611,lu le lu lun lse lc lc lc lc l lc lc lc lc le lc l l lc lc lc,0.0,1.0,0.0
612,nanopore sarscovz outbreak investigationt from sample to in day response a aine o toole the uniwersily edintburgh of uk 0 nanopore community meeting 2020,0.0,1.0,0.0
613,01 highthroughput ultra long dna r101 41 sequencing using unanoporecont cta,0.0,1.0,0.0
614,sarscov2 coastocoast spread of during epidemic united states the early in the lc joseph fauver yale school of public usa health iondoncallingonf uk co,0.0,0.891,0.109
615,these arent the telomeres youre looking for nanopore nanobore,0.0,1.0,0.0
616,,0.0,0.0,0.0
617,sample preparations edna wolf feces t,0.0,1.0,0.0
618,lc sy ceseireh lc nnanoporecont cuod one,0.0,1.0,0.0
619,positis delegate ate lc lc,0.0,1.0,0.0
620,dra d,0.0,1.0,0.0
621,lnooee ixi6s expresslrs set up mdl e,0.0,1.0,0.0
622,,0.0,0.0,0.0
623,,0.0,0.0,0.0
624,what reviewers e cant say s goggles v2 dji fpv,0.0,1.0,0.0
625,l,0.0,0.0,0.0
626,baby is ripper,0.0,1.0,0.0
627,betafpv rs flash 8 bind fc betafpv elrs  1s toothpick drone with elrs rx,0.0,1.0,0.0
628,learn this i,0.0,1.0,0.0
629,wrongi olbot,0.0,1.0,0.0
630,feats,0.0,1.0,0.0
631,,0.0,0.0,0.0
632,kiss allin one esca fce,0.0,0.588,0.412
633,betafpv twig xl 35 gbetae,0.0,1.0,0.0
634,s setup vour transmitter betafpv sa expresslrs,0.0,1.0,0.0
635,dron,0.0,1.0,0.0
636,s frv niew fav view goggle goe ack 11 gopro black,0.0,0.75,0.25
637,future of racing edv,0.0,1.0,0.0
638,transplanti fpv 254 shark ripper byte gerte,0.0,1.0,0.0
639,,0.0,0.0,0.0
640,oed,0.0,1.0,0.0
641,ale saramanico lwal,0.0,1.0,0.0
642,,0.0,0.0,0.0
643,8,0.0,0.0,0.0
644,s,0.0,0.0,0.0
645,,0.0,0.0,0.0
646,subscribe vidio ful bio,0.0,1.0,0.0
647,,0.0,0.0,0.0
648,ceafco d hakil mix s raovate hakis,0.0,1.0,0.0
649,digitl,0.0,1.0,0.0
650,,0.0,0.0,0.0
651,unknown persont 85z ls ghalt,0.0,1.0,0.0
652,ingenious tools gadgets,0.0,1.0,0.0
653,,0.0,0.0,0.0
654,prusa yet scann,0.0,1.0,0.0
655,,0.0,0.0,0.0
656,,0.0,0.0,0.0
657,,0.0,0.0,0.0
658,frame laser en e,0.0,1.0,0.0
659,tery,0.0,1.0,0.0
660,ceon,0.0,1.0,0.0
661,s revopoint s s s  how to use revo studio,0.0,1.0,0.0
662,revopoint e e tutorial revopoint how the dual axis turntable to use,0.0,1.0,0.0
663,revopoint revo scan 5 ahnanc mesuhe comalcte scontroa loung epenence u reoeo lee out now,0.0,1.0,0.0
664,revopoint e hu oo s un revo scan 5 scanning full body 3d 8 editing with revo scan 5 i putv tips,0.0,1.0,0.0
665,i niens coro porble urlabe qucene re sumee oo plt enelcalneil popt o  s s  o o e s s g d maniers eld tart ptone puat banl ccone usonig cnl vobeccos amierl,0.0,1.0,0.0
666,revopoint s revopoint mini 3d scanner scan racecar cylinder head reverse engineering a dude achannel ted that engineering,0.0,1.0,0.0
667,revopoint mini coiving soon,0.0,1.0,0.0
668,revopoint  secret scans revealed s come 8 ask inspe ess your questions fes  s stabilizer handheld,0.0,1.0,0.0
669,,0.0,0.0,0.0
670,fonyw black object scana thin and fper rluoads fe eroxee do cees toe ouuten otude luter,0.0,1.0,0.0
671,lek,0.0,1.0,0.0
672, revopoint z w inidonyos revopoint mini 3d scanner miniature amanbo,0.0,1.0,0.0
673,revopoint pocketsized power edi aug 1c 225 5 am,0.0,1.0,0.0
674,revopoin 3831 gi,0.0,1.0,0.0
675,prret accuracy pop2 scan 3d fossil pterosaur,0.0,1.0,0.0
676,,0.0,0.0,0.0
677,revopoint s revopoint s w s revopoint range 3d scanner scan whole tire with one simple trick a,0.091,0.909,0.0
678,,0.0,0.0,0.0
679,s revopoint inspire 3d scanner s size big surprise small e mode d,0.0,0.547,0.453
680,elons bigfear,0.0,1.0,0.0
681,resveratrol controversy update coceiol tage lsn,0.0,1.0,0.0
682,ma,0.0,1.0,0.0
683,the benefits of vitamin l lsn,0.0,0.385,0.615
684,,0.0,0.0,0.0
685,10 2 not why,0.0,1.0,0.0
686,s26m longevity on,0.0,1.0,0.0
687,can quantum computers crack agingr x10 lsn,0.0,1.0,0.0
688,smash aging,0.0,1.0,0.0
689,longevity to collaboration in with research sens masses the foundation romaane gune tie lsn,0.0,1.0,0.0
690,10 dna tangled,0.0,1.0,0.0
691,ded t oio101 do lioliodddi lolio oll oll olio oioiooooo1 totom ol o10 binary oiion o1001 oloio0 loommo o1 00 dioio oood bio110 oiolo1o0 oommi aging poocoo oooolnon too ooo1 ooini oooomioldoll io o1 o1 oolid ooi cock o100 loion oho lioio loimioio oioo dioo ol llodooi loioo immooi aal lo1000 lio pitom oiomo o io dooii oioio oooimio oo o1o1 l li loo oll lo1 ommmoio loio10oodoi olld loo oll i loion oloi lo1o1o d lo1lo1on loioo loioit oooooo 10 no lifespannewes,0.048,0.952,0.0
692,gut worms agingi against 10 lifespantens,0.0,1.0,0.0
693,10 tech worldchanging,0.0,1.0,0.0
694,10 cells your in books,0.0,1.0,0.0
695,,0.0,0.0,0.0
696,dna mismatch repair,0.0,1.0,0.0
697,youne mouse nolse circulatory linking the systems of old and young rejuvenated the mice oid ones,0.0,1.0,0.0
698,,0.0,0.0,0.0
699,are yol epigenetic clocks can tell how much cder lor than younger are your age you,0.0,1.0,0.0
700,samsung galaxyag soen androld,0.0,1.0,0.0
701,,0.0,0.0,0.0
702,,0.0,0.0,0.0
703,ba tud cul,0.0,1.0,0.0
704,meican,0.0,1.0,0.0
705,tws fly,0.0,1.0,0.0
706,prefix table 107 2 t pico 10 tera g 105 105 giga nano e 106 10g micro mega a 10 kilo mili 10a m 10 10r hecto centi 10 10 d deca deci decreasing increasing value value blue indicates the of memorizing this table arrow easy way,0.0,0.828,0.172
707,rate the cuteness,0.0,0.377,0.623
708,outside 114f 60 distancetc 114f 52 80 omg otal averstance 893 ta m,0.0,1.0,0.0
709,til b brand from dubai dr h s,0.0,1.0,0.0
710,e n 3d printing fun,0.0,0.377,0.623
711,,0.0,0.0,0.0
712,,0.0,0.0,0.0
713,elos tktok fans they haver,0.0,1.0,0.0
714, outside 99 ce 60 distancetol tistance to total aver 30 893 7 hold tore otal od aver d s  ola o s,0.0,1.0,0.0
715,toflize indee bleen his hean olaine nulad a a,0.0,1.0,0.0
716,,0.0,0.0,0.0
717,,0.0,0.0,0.0
718,,0.0,0.0,0.0
719,raiol,0.0,1.0,0.0
720,,0.0,0.0,0.0
721,nseune saes ooind,0.0,1.0,0.0
722,us sure pedia itior,0.0,0.566,0.434
723,,0.0,0.0,0.0
724,,0.0,0.0,0.0
725,2unit total quariz tooo iowao total quartz 1ow4o,0.0,1.0,0.0
726,,0.0,0.0,0.0
727,,0.0,0.0,0.0
728,,0.0,0.0,0.0
729,,0.0,0.0,0.0
730,tin,0.0,1.0,0.0
731,whitenoodles,0.0,1.0,0.0
732,the best reversing,0.0,0.323,0.677
733,,0.0,0.0,0.0
734,,0.0,0.0,0.0
735,cosmi cosmic  s o,0.0,1.0,0.0
736,reverse zake animals toy,0.0,1.0,0.0
737,reversing makeups shredding,0.0,1.0,0.0
738,,0.0,0.0,0.0
739,nice shredding,0.0,0.263,0.737
740,best tig welders esab s,0.0,0.417,0.583
741,es,0.0,1.0,0.0
742,evap smoke machine bue,0.0,1.0,0.0
743,anion ha j20 best navigation gps,0.0,0.377,0.623
744,best light therapy lamps,0.0,0.417,0.583
745,best motorcycle helmet dscon cameras,0.0,0.488,0.512
746,top carp fishing 5 and reels rods,0.0,0.735,0.265
747,callaa best golf swing trainers,0.0,0.488,0.512
748,best booty bands,0.0,0.323,0.677
749,top 5 pier fishing rods,0.0,0.625,0.375
750,best shoulder braces,0.0,0.323,0.677
751,top downbeats s earplugs for motorcycle,0.0,0.69,0.31
752,best weighted blankets for kids,0.0,0.488,0.512
753,best sunglasses 2023,0.0,0.323,0.677
754,5 top pancake griddles 2022,0.0,0.625,0.375
755,top gps watches l aor sato,0.0,0.69,0.31
756,top w 5 fishing kayak rods,0.0,0.625,0.375
757,tod den 5 sung give trout rod,0.0,1.0,0.0
758,ranger reanger best tick eanidin oon de cot vol cese repellents,0.0,0.704,0.296
759,top caat 5 power tool sets ccele,0.0,0.735,0.265
760,alright,0.0,0.0,1.0
761,whenyou 520 install a alexpresspower supply s6o00 pc in a,0.0,1.0,0.0
762,cerr microatx 4090 a just fine looks eari,0.0,0.769,0.231
763,sati satisfactory,0.0,0.286,0.714
764,thermaltake core p5 builed,0.0,1.0,0.0
765,btes getib well,0.0,0.488,0.512
766,eua luand ufetoe,0.0,1.0,0.0
767,,0.0,0.0,0.0
768,,0.0,0.0,0.0
769,,0.0,0.0,0.0
770,,0.0,0.0,0.0
771,narsoet nman doost voun oseiles ein diaw tsn off shop e save,0.0,0.758,0.242
772,,0.0,0.0,0.0
773,ces2023,0.0,1.0,0.0
774,,0.0,0.0,0.0
775,wth pc first time builder pove b wthere o we 89 goc d,0.274,0.726,0.0
776,,0.0,0.0,0.0
777,,0.0,0.0,0.0
778,nvidia rtx vidoo super rosolution is ni available now the with release of ths quaphics oiveg neun nvidia unabled has support lor ts super soution olution recn lor vioeos d e n esolution p onnen gpus d 0 gpus owne can can now oualty an age nis s rechncogy an quality now en ige unet the rix video supar ra this is technology n video that rtx wa e supen re ge,0.0,0.851,0.149
779,ces2023,0.0,1.0,0.0
780,infamous problem 12 8 10 5 stan ulam 2 8 16 4 collatz lothar,0.252,0.748,0.0
781,,0.0,0.0,0.0
782,from problem one,0.574,0.426,0.0
783,granh d eteins 2 painteare hopf,0.0,1.0,0.0
784,fields cs f zp finite smallest translation ee p arithmetic physics padic physics evolving spin networks foam spin quantization gravity loop gravity quantum directed multigraphs quivers substitution rules evolution emerging grammar space boolean heyting topos of ss change logic generalized theory sets spresheaves set zfc zfc ist t nonstandard sr classical math language extension steroids on,0.0,1.0,0.0
785,lrachten berd gifted the movie from 2017,0.0,1.0,0.0
786,reach out class to the paper chase 1973,0.0,0.864,0.136
787,vlo e one negative eigenvalue zero one unstable enot asymptotically stablel,0.437,0.563,0.0
788,lnit is doubkanscals re 2d s moel oraes ot meeten e la eo oal probeonl rcunl l c e dx dy mapt tee bis  lus are shude nare anh d na denbey aaos lalom k sp,0.125,0.875,0.0
789,ll bid,0.0,1.0,0.0
790,ll back the went nest lo may 9 2021,0.0,1.0,0.0
791,verous liuteng more singrlian lusemill tors or san sta as,0.0,1.0,0.0
792,data from 10000 data pointss with arcsin distribution added in of 10 steps are,0.0,1.0,0.0
793,,0.0,0.0,0.0
794,soludestorons iesissed second edition wiley ind,0.0,1.0,0.0
795,topological lopos,0.0,1.0,0.0
796,,0.0,0.0,0.0
797,,0.0,0.0,0.0
798,,0.0,0.0,0.0
799,,0.0,0.0,0.0
800,,0.0,0.0,0.0
801,,0.0,0.0,0.0
802,,0.0,0.0,0.0
803,tn,0.0,1.0,0.0
804,,0.0,0.0,0.0
805,vaming com enerc sers 108 wh ee zoxwh 84 a satgeskwh 50 tst,0.0,1.0,0.0
806,cofa sucove current voltage dee sesew kywh energy power tvid,0.0,0.811,0.189
807,,0.0,0.0,0.0
808,,0.0,0.0,0.0
809,,0.0,0.0,0.0
810,,0.0,0.0,0.0
811,wind zones 2 wind power low in update,0.259,0.741,0.0
812,,0.0,0.0,0.0
813,os,0.0,1.0,0.0
814,pl,0.0,1.0,0.0
815,dackyard chi ckens heated dolar floor,0.0,1.0,0.0
816,,0.0,0.0,0.0
817,,0.0,0.0,0.0
818,,0.0,0.0,0.0
819,,0.0,0.0,0.0
820,5 best magnetic wwwwwl gun mount,0.25,0.312,0.438
821,5 best compound bow s600 under,0.0,0.488,0.512
822,5 best manual vacuum pool,0.0,0.417,0.583
823,5 best automotive multimeter,0.0,0.323,0.677
824,best hills tractor,0.0,0.323,0.677
825,5 best kayak trolling motor,0.0,0.417,0.583
826,5 best pool robot cleaner,0.0,0.253,0.747
827,5 best pool chlorine,0.0,0.323,0.677
828,5 best zoom calling tablet,0.0,0.417,0.583
829,0,0.0,0.0,0.0
830,5 best hunting crossbow,0.0,0.323,0.677
831,5 best fishing ice fish finder,0.0,0.488,0.512
832,5 best hunnting compound bow,0.0,0.417,0.583
833,5 best beginners mig welder,0.0,0.417,0.583
834,,0.0,0.0,0.0
835,,0.0,0.0,0.0
836,,0.0,0.0,0.0
837,5 best handheld car vacuum,0.0,0.417,0.583
838,back pain relief ultimate pain relief for lower back hips s joints seat comfort,0.359,0.286,0.355
839,,0.0,0.0,0.0
840,,0.0,0.0,0.0
841,,0.0,0.0,0.0
842,,0.0,0.0,0.0
843,,0.0,0.0,0.0
844,easy installation diy projects battery charging 6 volt 12 yolt 24 volt,0.0,0.775,0.225
845,,0.0,0.0,0.0
846,offgrid portable power,0.0,1.0,0.0
847,,0.0,0.0,0.0
848,,0.0,0.0,0.0
849,reposter,0.0,1.0,0.0
850,wait for ith,0.0,1.0,0.0
851,,0.0,0.0,0.0
852,kite looping,0.0,1.0,0.0
853,clip on tree install,0.0,1.0,0.0
854,diy growing dome green house part 1 a season food production,0.0,0.825,0.175
855,,0.0,0.0,0.0
856,,0.0,0.0,0.0
857,,0.0,0.0,0.0
858,,0.0,0.0,0.0
859,reposter ic pncn,0.0,1.0,0.0
860,,0.0,0.0,0.0
861,,0.0,0.0,0.0
862,overcoming chronic illness podcast hosted by rade dr bryan nd comprehensive strategies for complex chronic illness todd maderis with dr nd,0.213,0.709,0.079
863,,0.0,0.0,0.0
864,overcoming chronic illness podcast hosted by rade dre bryan nd mcas mold and more with tessier dr lauren nd,0.13,0.87,0.0
865,,0.0,0.0,0.0
866,overcoming chronic podcast illness hosted by rade nd dra bryan moldi lymph and more with bridgit danner lac,0.137,0.863,0.0
867,,0.0,0.0,0.0
868,,0.0,0.0,0.0
869,,0.0,0.0,0.0
870,,0.0,0.0,0.0
871,,0.0,0.0,0.0
872,,0.0,0.0,0.0
873,,0.0,0.0,0.0
874,,0.0,0.0,0.0
875,,0.0,0.0,0.0
876,,0.0,0.0,0.0
877,,0.0,0.0,0.0
878,,0.0,0.0,0.0
879,,0.0,0.0,0.0
880,cybersecurity month awareness men t r uncle sam says reasu v pay don the ransom t elsel or,0.097,0.903,0.0
881,the dark web uncovered criminals how use work together to of the ebay use the dark web to hack you,0.163,0.837,0.0
882,follow up video se jolflors universial healthcare systems cyber attack,0.256,0.744,0.0
883,s theyre with working 3rd party experts,0.0,0.649,0.351
884,the token is sent the to users device,0.0,1.0,0.0
885,within,0.0,1.0,0.0
886,all ne all time the s d,0.0,1.0,0.0
887,change a to ransomware bryan hornung ceo it solutions xact,0.0,0.825,0.175
888,the evolution ransomware of bryan hornung ceo xact it solutions,0.0,0.841,0.159
889,typically impersonating high profile individuals,0.0,1.0,0.0
890,e nouier cl lrainre lnd taaree hee piocramtnet why a quarterly review ls not enough,0.0,1.0,0.0
891,lolou utigltl roinn chenrsende funt,0.0,1.0,0.0
892,you con,0.0,1.0,0.0
893,kansas had security a basically audit saying that kans urity mnaens s s,0.0,0.789,0.211
894,b boomi,0.0,1.0,0.0
895,new episode podcast squawk security kictm caubon byonhans soeee ullau muih,0.0,0.806,0.194
896,l edn s what can mssp do business for your,0.0,1.0,0.0
897,that will lead to you a,0.0,1.0,0.0
898,within,0.0,1.0,0.0
899,it mentioned in previous video the have where you lt in i m,0.0,1.0,0.0
900,peres ls tyro ss 129 cs kash,0.0,1.0,0.0
901,vs,0.0,1.0,0.0
902,,0.0,0.0,0.0
903,pp 2agh rx dla pp the game changer happy odel,0.0,0.709,0.291
904,s calibration tbs mambo,0.0,1.0,0.0
905,most expensive build,0.0,1.0,0.0
906,caddx vista atto tame control,0.0,1.0,0.0
907,e max solo eace rush dlo,0.0,1.0,0.0
908,goggle v vs goggle 2,0.0,1.0,0.0
909,,0.0,0.0,0.0
910,saos frame build v2 515,0.0,1.0,0.0
911,kiss e ultra fcfc v2 soo u kiss 9326 881817,0.0,0.517,0.483
912,s s e e,0.0,0.0,0.0
913,fov aooc my fpv orqja pilot one,0.0,1.0,0.0
914,flyfishrc osh osprey antenna,0.0,1.0,0.0
915,blelsuntesz szaod owcomo away ulolcld ulien lts cceue ts teole ntaraee ortene lunee esc ctud notore tone neeraegs esce unlunown esc l ame rtec or eers for ery bliell 2 remesions es moles voldna lelrnpne duos me beaconislooe volnne cimeae 8 3 rel o po oees tntung cedee blheli odd 1g lou od realeoey sia conflo rote oir suc edlcon caveic s s cute pe cok a ilad coteet ees doto looded,0.083,0.839,0.078
916,fpy cycle azaasdoky 2104 m3,0.0,1.0,0.0
917,100 mhz best light weight inch quad 5 frame on ban ggood com,0.202,0.562,0.236
918,will t s blades fly2 s blades,0.0,1.0,0.0
919,no drone was harmed in the making of this video,0.398,0.602,0.0
920,were clear running deomca dan,0.0,0.606,0.394
921,kubect kind contalner n conlainer proxy dns sluft api server senice control control nginx nginx nginx nginx contalners containers pod pod 2 pod 3 pod t s control node control node worker node worker node worker node container conta container container conta ner ner docker deshaop host,0.0,0.923,0.077
922,aws edukit cloud connected blinky app dealoper enrronment abstor cote 1or deice allinky specie tere sunan mseoud ungies tu cid aso co lotee tne ed dron tw ounl doted uaco urel mrls onoly dald tomun cndld mws lol uo mtlsen lan mani caun dlent olmy loao d cald ll v slr llaici coul ncoon omlo lee ms neoin aion deane su tocouo cloie eo cora cu dod corno,0.0,0.959,0.041
923,kubernetes dashboard witmulinode kubernetes on alaptor one citen e ce,0.0,1.0,0.0
